poi,yellow,brown,green,food,hotel,retail,entertain,beauty,service,sport,civic,religious,education,health,government,transport
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0
120,11,0,0,3,0,43,0,0,5,0,0,0,2,3,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1
18,1,0,0,2,0,4,0,0,4,0,0,0,0,0,0,0
26,0,0,0,2,0,6,0,0,0,0,0,0,0,2,0,0
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,2,1,2,0,1,2,1,2,0,3,1,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2,0,0,3,0,25,1,1,7,2,0,0,0,14,0,0
3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0
28,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,0,0,5,0,10,1,2,10,0,0,1,1,1,1,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,0,0,4,0,3,0,1,2,0,0,0,0,2,1,5
5,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0
104,2,0,0,5,0,7,0,5,14,0,1,0,0,4,1,7
7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0
18,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,1
42,0,0,0,0,0,2,0,1,0,0,0,0,0,26,0,0
13,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
20,2,0,0,0,0,2,0,1,0,0,0,1,1,1,0,4
35,0,0,0,1,1,2,0,0,0,0,2,0,0,2,0,5
5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1
6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47,0,0,0,1,0,8,0,1,2,0,0,0,4,7,0,3
10,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,1,1,0,1,2,2,0,1,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,0,0,8,0,5,0,2,5,0,0,0,0,0,0,0
28,1,0,0,2,0,5,0,3,3,0,0,0,0,0,0,2
77,3,0,0,2,0,10,0,0,10,1,0,0,0,4,0,3
16,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,1,0,0,2,0,4,0,3,6,0,0,2,0,0,0,0
18,1,0,0,0,0,3,0,0,1,0,0,0,1,1,0,2
7,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,2,0,0,0,1,4,0,0,8,1,0,0,0,0,0,2
6,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,0,0,0,1,0,1,0,1,3,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
11,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,5
9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1
7,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
20,0,0,0,3,0,5,0,1,3,0,0,0,0,2,0,0
5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
29,2,0,0,0,0,5,0,2,10,0,0,0,0,1,0,0
136,2,0,0,2,0,10,0,0,31,0,0,0,0,5,2,1
4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,0,3,0,10,0,0,0,0,0,0,0,2,0,2
26,1,0,0,1,0,3,0,1,2,1,1,0,0,2,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
13,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1
4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
28,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5
18,0,0,0,2,0,4,0,0,2,0,0,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,0,0,0,0,0,2,0,2,2,0,0,0,1,3,0,1
11,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
24,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,5
18,0,0,0,4,0,4,0,0,1,0,0,1,0,0,0,2
19,0,0,0,4,0,3,0,0,1,0,0,0,0,3,0,1
23,0,0,0,1,0,4,0,0,0,1,0,0,0,12,1,0
5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
13,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,1
54,3,0,0,3,0,7,1,1,11,1,0,0,1,1,1,0
12,0,0,0,3,0,4,0,1,1,0,0,0,0,0,0,0
24,1,0,0,5,0,6,0,0,3,0,0,0,0,0,0,0
34,2,0,0,3,0,4,0,3,5,0,0,0,2,2,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,3,0,3,0,0,1,0,0,0,0,1,0,1
5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,0,0,2,0,2,0,0,4,1,0,0,0,2,0,2
14,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0
9,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0
17,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,1,0,7,0,1,3,0,0,0,0,0,0,2
9,1,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1
5,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,1,0,7,0,0,1,1,0,0,0,0,0,0
10,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,0,0,5,0,4,0,2,2,0,0,0,0,0,0,1
8,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1
6,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2,0,0,1,0,11,0,1,8,0,0,1,0,0,0,2
23,1,0,0,2,0,3,0,2,2,0,0,0,0,0,0,0
5,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48,6,0,0,4,2,3,0,3,6,0,0,0,1,1,0,2
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2
7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
12,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
12,0,0,0,0,0,2,0,1,1,0,1,0,0,3,0,0
29,0,0,0,0,0,0,0,0,0,1,2,0,6,0,2,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,4,0,0,4,0,2,0,0,2,0,0,0,0,0,0,1
30,0,0,0,0,0,2,0,0,4,0,0,0,1,1,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
44,0,0,0,9,0,8,0,1,5,0,0,0,0,0,0,2
9,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1
6,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,1,0,0,2,0,4,0,1,0,1,2,0,1,0,0,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2,0,0,3,0,9,0,1,2,0,0,0,0,4,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
14,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,1,0,3,0,0,3,0,0,0,0,2,0,1
7,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0
12,1,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0
16,0,0,0,2,0,2,0,1,3,0,0,0,1,0,0,1
6,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
46,2,0,0,3,1,8,0,1,1,0,1,2,1,3,0,4
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,0,0,7,0,8,0,2,2,0,0,0,1,12,0,0
73,2,0,0,1,0,6,0,2,8,0,1,3,1,3,0,5
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23,1,0,0,3,0,1,0,0,6,0,0,0,3,1,0,3
4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
9,2,0,0,1,0,1,0,1,2,0,0,0,0,1,0,1
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
14,1,0,0,3,0,1,0,0,1,1,0,0,0,8,0,0
20,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,3
28,0,0,0,2,1,5,0,1,3,0,0,0,0,0,0,0
20,4,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1
12,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1
31,1,0,0,1,0,3,0,0,4,0,0,0,1,0,0,1
6,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
21,0,0,0,2,1,3,0,2,1,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,0,0,0,0,5,0,0,3,0,1,0,4,5,0,2
24,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
14,0,0,0,0,0,3,0,4,2,0,0,0,0,0,0,1
25,1,0,0,9,0,3,0,0,0,0,2,0,0,0,0,0
24,0,0,0,1,1,2,0,0,6,0,1,0,0,0,0,2
6,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
35,0,0,0,2,0,2,0,0,4,0,0,0,0,0,0,2
20,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,3,0,0,2,0,2,0,3,6,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
49,1,0,0,3,0,6,0,2,1,3,0,0,0,24,0,0
8,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1
7,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
26,2,0,0,0,0,5,0,0,2,1,0,0,1,2,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1,0,0,5,0,6,0,0,3,2,1,0,2,0,0,1
9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0
15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1
21,0,0,0,2,0,0,0,1,3,1,0,0,0,0,0,1
21,10,0,0,9,0,6,0,0,1,0,0,0,0,1,0,0
2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
11,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
17,2,0,0,2,0,0,0,1,1,0,1,0,0,0,0,2
45,13,0,0,10,0,18,0,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74,3,0,0,2,2,12,0,0,8,0,0,1,1,0,0,4
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,5,0,1,1,0,0,0,0,1,0,1
5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
8,1,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0
21,0,0,0,0,0,2,0,2,4,1,1,1,2,0,1,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,1
6,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
30,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5
4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
45,1,0,0,1,0,2,0,0,1,0,0,0,0,11,2,1
4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
24,3,0,0,4,0,7,0,1,2,0,0,0,0,1,0,0
70,2,0,0,3,0,6,0,4,10,0,0,0,1,2,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,0,0,2,0,3,0,1,2,0,1,0,0,0,0,1
5,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
108,1,0,0,2,0,6,0,1,19,0,0,0,0,27,0,1
22,4,0,0,2,0,6,0,0,3,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
14,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1
9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0
16,0,0,0,2,0,4,0,2,2,0,0,0,0,0,0,0
23,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0
4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,2
9,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2
5,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
6,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2
9,2,0,0,0,0,2,0,0,3,0,0,0,0,1,0,1
36,0,0,0,0,0,0,0,0,3,1,0,0,0,8,0,2
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1
60,1,0,0,7,0,3,1,0,3,0,4,2,1,8,4,4
8,2,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0
12,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0
25,8,0,0,0,0,9,0,2,4,0,0,0,0,1,0,1
17,2,0,0,0,0,3,0,1,1,0,0,0,0,1,0,1
4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
16,0,0,0,2,1,3,0,3,1,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,7,0,0,6,0,7,0,2,1,0,0,0,2,1,0,1
13,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0
18,0,0,0,3,0,6,0,0,1,0,0,0,0,0,1,1
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
