poi,yellow,brown,green,food,hotel,retail,entertain,beauty,service,sport,civic,religious,education,health,government,transport
25,0,0,0,2,0,6,0,0,5,0,0,0,0,5,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,3,0,6,0,1,1,0,0,0,0,2,0,0
48,1,0,0,9,1,12,0,0,1,0,1,0,0,1,1,3
13,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0
4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3
26,0,0,0,0,0,9,0,2,3,0,0,0,2,2,0,2
16,0,0,0,1,0,3,0,2,0,0,0,0,0,1,0,1
61,0,0,0,6,1,13,0,4,13,0,0,0,0,2,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
42,0,0,0,1,0,13,0,1,7,0,0,0,0,0,1,4
7,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0
80,2,0,0,0,1,4,0,3,19,0,0,0,0,5,2,2
30,0,0,0,0,0,4,0,3,2,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,3,0,1,0,2,1,0,0,0,0,2,0,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,0,0,1,0,1,0,0,5,0,0,1,0,0,0,0
26,0,0,0,1,0,3,0,4,5,0,0,0,0,2,0,0
22,0,0,0,3,0,6,0,4,0,0,0,0,0,0,0,2
7,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0
106,1,0,0,4,0,4,1,0,1,1,6,1,2,3,0,6
70,0,0,0,1,0,4,0,2,16,0,0,0,0,10,0,1
20,0,0,0,1,0,3,0,2,1,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,0,0,0,2,0,2,0,1,3,0,0,0,0,3,0,0
5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,2,0,4,0,2,0,1,0,0,0,3,0,0
5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10,0,0,0,1,1,0,0,0,0,0,2,1,1,1,0,0
10,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0
17,0,0,0,2,0,1,0,1,1,0,0,0,1,5,0,0
16,1,0,0,0,1,4,0,1,2,0,0,0,0,3,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,1,0,0,3,0,1,0,0,5,0,0,0,0,2,0,2
10,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
65,1,0,0,1,1,4,0,1,9,0,0,0,1,8,1,0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37,1,0,0,1,0,8,0,3,3,0,0,0,0,2,1,2
31,0,0,0,2,0,7,0,4,3,0,0,0,0,0,0,1
8,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0
7,1,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0
382,3,0,0,19,2,27,0,9,83,3,4,0,7,46,1,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,2,1,7,0,3,9,0,0,0,0,6,0,0
10,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
49,0,0,0,2,0,4,0,4,3,1,0,0,0,1,0,6
11,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
19,0,0,0,0,1,4,0,2,1,0,0,0,1,1,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
62,1,0,0,0,0,12,0,0,3,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
6,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0
9,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
25,0,0,0,0,0,5,0,2,2,0,0,0,0,3,0,1
73,0,0,0,11,0,13,0,2,6,1,1,0,0,0,0,10
29,0,0,0,1,0,2,0,2,2,1,0,0,1,2,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,1,1,1,0,0,12,0,0,0,0,1,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,6,0,1,0,0,3,1,0,0,0,0,0,0
8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
9,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,3
26,0,0,0,0,0,9,0,0,1,0,0,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2
10,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0
13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,3,0,0,5,1,6,3,0,27,2,3,0,1,11,1,5
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,0,0,0,1,2,0,0,2,0,3,3,1,3,0,1
13,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
66,1,0,0,0,0,5,0,1,10,0,0,0,1,4,1,0
40,0,0,0,3,0,8,0,3,7,0,0,0,2,1,0,1
6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
30,0,0,0,0,0,10,0,0,2,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1
18,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0
7,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,0
17,0,0,0,1,0,3,0,0,6,0,0,1,0,1,0,1
22,2,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,4,0,1,6,1,0,0,0,5,0,0
15,1,0,0,1,0,4,0,0,4,0,0,0,0,0,0,0
34,3,0,0,2,0,2,0,0,2,3,1,0,1,0,0,3
52,2,0,0,5,0,6,0,2,8,2,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,0,0,0,4,0,5,0,0,10,0,0,0,0,5,0,0
11,0,0,0,2,0,2,0,1,1,0,1,0,0,0,0,0
9,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
10,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
9,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,2
27,0,0,0,1,0,12,0,1,2,0,0,0,0,0,0,1
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
106,0,0,0,1,0,9,0,5,21,0,0,0,0,31,1,2
7,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
9,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,5,0,2,0,1,2,0,0,0,1,0,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28,0,0,0,2,0,10,0,2,4,0,0,0,0,0,0,1
8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,3,0,7,0,0,8,0,0,0,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,0,0,1,0,15,0,1,6,0,0,0,0,1,1,1
6,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2
63,1,0,0,0,0,2,0,0,18,0,0,0,1,3,0,4
48,0,0,0,2,0,8,0,3,13,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,0,0,0,2,0,2,1,0,2,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
10,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,0
6,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0
112,0,0,0,2,0,2,0,3,25,1,0,0,1,1,5,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
10,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0
5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
21,0,0,0,2,0,2,0,0,8,0,0,0,0,2,0,0
9,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1
38,0,0,0,2,1,1,0,0,3,0,1,2,2,2,0,2
16,0,0,0,2,0,2,0,0,1,0,0,0,0,2,0,4
10,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,1
21,0,0,0,1,0,1,0,2,2,1,0,0,0,0,0,0
8,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,4,0,6,0,1,13,0,1,0,1,3,1,4
6,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,2,0,3,0,5,0,0,0,0,0,3,0,1
10,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
88,4,0,0,8,1,17,0,3,18,3,0,0,1,12,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0
14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,1,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0
13,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1
136,1,0,0,3,1,22,1,1,6,0,1,1,1,6,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,1,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0
12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
36,1,0,0,2,0,7,0,1,5,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,3,0,6,0,3,1,1,1,0,2,2,1,4
5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,0,0,1,3,7,1,0,5,0,0,1,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,1,0,1,0,0,3,0,0,0,1,1,0,3
7,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
13,0,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0
19,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,1
9,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1
19,0,0,0,4,0,4,0,2,0,0,0,0,0,3,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1,0,0,24,2,90,0,2,4,0,0,0,0,7,0,0
15,0,0,0,0,1,2,0,0,1,0,0,1,5,0,0,1
20,0,0,0,2,0,2,0,2,3,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
17,0,0,0,1,0,2,0,0,2,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
